,loss,accuracy,val_loss,val_accuracy
0,1.1245030164718628,0.5168269276618958,0.6151500344276428,0.6197916865348816
1,0.4929841160774231,0.7331730723381042,0.5082661509513855,0.703125
2,0.36477118730545044,0.7908653616905212,0.5254751443862915,0.6458333134651184
3,0.3021857440471649,0.8581730723381042,0.48437607288360596,0.7083333134651184
4,0.2036096304655075,0.9206730723381042,0.5112187266349792,0.7083333134651184
5,0.12698867917060852,0.9615384340286255,0.5278598666191101,0.7135416865348816
6,0.07987520098686218,0.9783653616905212,0.5936663150787354,0.7135416865348816
7,0.054810330271720886,0.9879807829856873,0.6384891867637634,0.7291666865348816
8,0.03537082299590111,0.995192289352417,0.6919045448303223,0.7135416865348816
9,0.03292093798518181,0.9903846383094788,0.7162444591522217,0.734375
10,0.03160068765282631,0.995192289352417,0.7418286800384521,0.7083333134651184
11,0.03237748518586159,0.9903846383094788,0.864641010761261,0.7135416865348816
12,0.05376029014587402,0.9783653616905212,0.7655743956565857,0.7135416865348816
13,0.059054695069789886,0.9855769276618958,0.9134745597839355,0.7135416865348816
14,0.05852136388421059,0.9855769276618958,1.261769413948059,0.6875
15,0.060624994337558746,0.9807692170143127,1.7323335409164429,0.6822916865348816
16,0.1145169660449028,0.9471153616905212,1.9665285348892212,0.6666666865348816
17,0.10084407776594162,0.963942289352417,2.8732612133026123,0.6458333134651184
18,0.4523215591907501,0.8293269276618958,1.643641471862793,0.6302083134651184
19,0.2829510569572449,0.8653846383094788,0.5853620171546936,0.6822916865348816
20,0.2604968249797821,0.8894230723381042,0.8792724013328552,0.6979166865348816
21,0.1724197268486023,0.9278846383094788,0.9505433440208435,0.7083333134651184
22,0.14207598567008972,0.9471153616905212,0.8626148104667664,0.6822916865348816
23,0.08354213833808899,0.96875,1.0633620023727417,0.7083333134651184
24,0.043818335980176926,0.9903846383094788,1.2891746759414673,0.734375
