,loss,accuracy,val_loss,val_accuracy
0,0.6190109252929688,0.664607584476471,0.2860566973686218,0.9206730723381042
1,0.3134652376174927,0.8742732405662537,0.10416776686906815,0.963942289352417
2,0.20033006370067596,0.9298691749572754,0.05813322961330414,0.9783653616905212
3,0.14984337985515594,0.948401153087616,0.060659196227788925,0.9759615659713745
4,0.09967311471700668,0.9683866500854492,0.052963726222515106,0.9759615659713745
5,0.06916458159685135,0.9752907156944275,0.03663896024227142,0.9831730723381042
6,0.06423071026802063,0.9723837375640869,0.037450291216373444,0.9831730723381042
7,0.05676741525530815,0.9781976938247681,0.04565160721540451,0.9831730723381042
8,0.04069831222295761,0.9821947813034058,0.031026115640997887,0.9879807829856873
9,0.050050221383571625,0.9742006063461304,0.031403202563524246,0.9903846383094788
10,0.04053165018558502,0.9829215407371521,0.03623994067311287,0.9879807829856873
11,0.03536411374807358,0.9818313717842102,0.03444560989737511,0.9855769276618958
12,0.03031557984650135,0.9887354373931885,0.03964420408010483,0.9831730723381042
13,0.024926984682679176,0.9883720874786377,0.029975159093737602,0.995192289352417
14,0.03071439266204834,0.9851017594337463,0.031025053933262825,0.995192289352417
15,0.024357499554753304,0.989098846912384,0.027530640363693237,0.9927884340286255
16,0.0346699021756649,0.9825581312179565,0.024055905640125275,0.9927884340286255
17,0.0249937791377306,0.9960029125213623,0.02563348412513733,0.9903846383094788
18,0.024744123220443726,0.9934592843055725,0.02791236899793148,0.9903846383094788
19,0.021283715963363647,0.9945493936538696,0.026705387979745865,0.9903846383094788
20,0.023478809744119644,0.9949128031730652,0.058845486491918564,0.9855769276618958
21,0.021633153781294823,0.9956395626068115,0.02905973047018051,0.9903846383094788
