,loss,accuracy,val_loss,val_accuracy
0,0.419094055891037,0.8346657156944275,0.054237280040979385,0.9759615659713745
1,0.17590957880020142,0.9451308250427246,0.031213950365781784,0.9903846383094788
2,0.1075565442442894,0.9651162624359131,0.03256566449999809,0.9903846383094788
3,0.09643152356147766,0.9767441749572754,0.028806626796722412,0.9903846383094788
4,0.09024148434400558,0.977107584476471,0.02071867324411869,0.9975961446762085
5,0.07452541589736938,0.9811046719551086,0.016958778724074364,0.9975961446762085
6,0.06894353777170181,0.9858284592628479,0.011946011334657669,0.9975961446762085
7,0.05710766464471817,0.9912790656089783,0.01997866854071617,0.9975961446762085
8,0.06644490361213684,0.9861918687820435,0.012344731949269772,0.995192289352417
9,0.05923234671354294,0.9876453280448914,0.01527610793709755,0.995192289352417
10,0.07034524530172348,0.9854651093482971,0.009868121705949306,0.995192289352417
11,0.057816263288259506,0.989098846912384,0.007903685793280602,0.9975961446762085
12,0.05603998154401779,0.9883720874786377,0.004390237852931023,0.995192289352417
13,0.05197229981422424,0.9934592843055725,0.010471591725945473,0.995192289352417
14,0.058644283562898636,0.992732584476471,0.005150035955011845,0.9975961446762085
15,0.05059581622481346,0.9909157156944275,0.012613842263817787,0.995192289352417
16,0.047851018607616425,0.9923691749572754,0.011289172805845737,0.995192289352417
17,0.0492103137075901,0.9930959343910217,0.011647463776171207,0.995192289352417
